Name,ID,Has Block,Mod,Class
Botania:itemFinder,5087,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemItemFinder
Botania:superLavaPendant,5088,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemSuperLavaPendant
Botania:enderHand,5089,false,Botania,vazkii.botania.common.item.ItemEnderHand
Botania:glassPick,5090,false,Botania,vazkii.botania.common.item.equipment.tool.ItemGlassPick
Botania:spark,5091,false,Botania,vazkii.botania.common.item.ItemSpark
Botania:sparkUpgrade,5092,false,Botania,vazkii.botania.common.item.ItemSparkUpgrade
Botania:diviningRod,5093,false,Botania,vazkii.botania.common.item.rod.ItemDiviningRod
Botania:gravityRod,5094,false,Botania,vazkii.botania.common.item.rod.ItemGravityRod
Botania:regenIvy,5095,false,Botania,vazkii.botania.common.item.ItemRegenIvy
Botania:manaInkwell,5096,false,Botania,vazkii.botania.common.item.interaction.thaumcraft.ItemManaInkwell
Botania:vial,5097,false,Botania,vazkii.botania.common.item.brew.ItemVial
Botania:brewVial,5098,false,Botania,vazkii.botania.common.item.brew.ItemBrewVial
Botania:brewFlask,5099,false,Botania,vazkii.botania.common.item.brew.ItemBrewFlask
Botania:bloodPendant,5100,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemBloodPendant
Botania:missileRod,5101,false,Botania,vazkii.botania.common.item.rod.ItemMissileRod
Botania:holyCloak,5102,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemHolyCloak
Botania:unholyCloak,5103,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemUnholyCloak
Botania:craftingHalo,5104,false,Botania,vazkii.botania.common.item.ItemCraftingHalo
Botania:blackLotus,5105,false,Botania,vazkii.botania.common.item.ItemBlackLotus
Botania:monocle,5106,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemMonocle
Botania:clip,5107,false,Botania,vazkii.botania.common.item.ItemClip
Botania:cobbleRod,5108,false,Botania,vazkii.botania.common.item.rod.ItemCobbleRod
Botania:smeltRod,5109,false,Botania,vazkii.botania.common.item.rod.ItemSmeltRod
Botania:worldSeed,5110,false,Botania,vazkii.botania.common.item.ItemWorldSeed
Botania:spellCloth,5111,false,Botania,vazkii.botania.common.item.ItemSpellCloth
Botania:thornChakram,5112,false,Botania,vazkii.botania.common.item.ItemThornChakram
Botania:overgrowthSeed,5113,false,Botania,vazkii.botania.common.item.ItemOvergrowthSeed
Botania:craftPattern,5114,false,Botania,vazkii.botania.common.item.ItemCraftPattern
Botania:ancientWill,5115,false,Botania,vazkii.botania.common.item.ItemAncientWill
Botania:corporeaSpark,5116,false,Botania,vazkii.botania.common.item.ItemCorporeaSpark
Botania:livingwoodBow,5117,false,Botania,vazkii.botania.common.item.equipment.tool.bow.ItemLivingwoodBow
Botania:crystalBow,5118,false,Botania,vazkii.botania.common.item.equipment.tool.bow.ItemCrystalBow
Botania:cosmetic,5119,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemBaubleCosmetic
Botania:swapRing,5120,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemSwapRing
Botania:flowerBag,5121,false,Botania,vazkii.botania.common.item.ItemFlowerBag
Botania:phantomInk,5122,false,Botania,vazkii.botania.common.item.ItemPhantomInk
Botania:poolMinecart,5123,false,Botania,vazkii.botania.common.item.ItemPoolMinecart
Botania:pinkinator,5124,false,Botania,vazkii.botania.common.item.ItemPinkinator
Botania:infiniteFruit,5125,false,Botania,vazkii.botania.common.item.relic.ItemInfiniteFruit
Botania:kingKey,5126,false,Botania,vazkii.botania.common.item.relic.ItemKingKey
Botania:flugelEye,5127,false,Botania,vazkii.botania.common.item.relic.ItemFlugelEye
Botania:thorRing,5128,false,Botania,vazkii.botania.common.item.relic.ItemThorRing
Botania:odinRing,5129,false,Botania,vazkii.botania.common.item.relic.ItemOdinRing
Botania:lokiRing,5130,false,Botania,vazkii.botania.common.item.relic.ItemLokiRing
Botania:aesirRing,5131,false,Botania,vazkii.botania.common.item.relic.ItemAesirRing
Botania:dice,5132,false,Botania,vazkii.botania.common.item.relic.ItemDice
Botania:keepIvy,5133,false,Botania,vazkii.botania.common.item.ItemKeepIvy
Botania:blackHoleTalisman,5134,false,Botania,vazkii.botania.common.item.ItemBlackHoleTalisman
Botania:recordGaia1,5135,false,Botania,vazkii.botania.common.item.record.ItemRecordGaia1
Botania:recordGaia2,5136,false,Botania,vazkii.botania.common.item.record.ItemRecordGaia2
Botania:temperanceStone,5137,false,Botania,vazkii.botania.common.item.ItemTemperanceStone
Botania:incenseStick,5138,false,Botania,vazkii.botania.common.item.brew.ItemIncenseStick
Botania:terraAxe,5139,false,Botania,vazkii.botania.common.item.equipment.tool.terrasteel.ItemTerraAxe
Botania:waterBowl,5140,false,Botania,vazkii.botania.common.item.ItemWaterBowl
Botania:obedienceStick,5141,false,Botania,vazkii.botania.common.item.ItemObedienceStick
Botania:cacophonium,5142,false,Botania,vazkii.botania.common.item.ItemCacophonium
Botania:slimeBottle,5143,false,Botania,vazkii.botania.common.item.ItemSlimeBottle
Botania:starSword,5144,false,Botania,vazkii.botania.common.item.equipment.tool.ItemStarSword
Botania:exchangeRod,5145,false,Botania,vazkii.botania.common.item.rod.ItemExchangeRod
Botania:magnetRingGreater,5146,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemGreaterMagnetRing
Botania:thunderSword,5147,false,Botania,vazkii.botania.common.item.equipment.tool.ItemThunderSword
Botania:manaweaveHelm,5148,false,Botania,vazkii.botania.common.item.equipment.armor.manaweave.ItemManaweaveHelm
Botania:manaweaveLegs,5149,false,Botania,vazkii.botania.common.item.equipment.armor.manaweave.ItemManaweaveLegs
Botania:manaweaveChest,5150,false,Botania,vazkii.botania.common.item.equipment.armor.manaweave.ItemManaweaveChest
Botania:manaweaveBoots,5151,false,Botania,vazkii.botania.common.item.equipment.armor.manaweave.ItemManaweaveBoots
Botania:autocraftingHalo,5152,false,Botania,vazkii.botania.common.item.ItemAutocraftingHalo
Botania:gaiaHead,5153,false,Botania,vazkii.botania.common.item.ItemGaiaHead
Botania:sextant,5154,false,Botania,vazkii.botania.common.item.ItemSextant
Botania:speedUpBelt,5155,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemSpeedUpBelt
Botania:baubleBox,5156,false,Botania,vazkii.botania.common.item.ItemBaubleBox
BuildCraft|Core:wrenchItem,5157,false,BuildCraft|Core,buildcraft.core.ItemWrench
BuildCraft|Core:mapLocation,5158,false,BuildCraft|Core,buildcraft.core.ItemMapLocation
BuildCraft|Core:list,5159,false,BuildCraft|Core,buildcraft.core.ItemList
BuildCraft|Core:debugger,5160,false,BuildCraft|Core,buildcraft.core.ItemDebugger
BuildCraft|Core:woodenGearItem,5161,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:stoneGearItem,5162,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:ironGearItem,5163,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:goldGearItem,5164,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:diamondGearItem,5165,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:paintbrush,5166,false,BuildCraft|Core,buildcraft.core.ItemPaintbrush
BuildCraft|Transport:pipeWaterproof,5167,false,BuildCraft|Transport,buildcraft.core.lib.items.ItemBuildCraft
BuildCraft|Transport:item.buildcraftPipe.pipeitemswood,5168,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemerald,5169,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemscobblestone,5170,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstone,5171,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsquartz,5172,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsiron,5173,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsgold,5174,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdiamond,5175,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsobsidian,5176,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemslapis,5177,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdaizuli,5178,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemssandstone,5179,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsvoid,5180,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemzuli,5181,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstripes,5182,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsclay,5183,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidswood,5184,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidscobblestone,5185,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsstone,5186,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsquartz,5187,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsiron,5188,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsgold,5189,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsemerald,5190,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsdiamond,5191,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidssandstone,5192,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsvoid,5193,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsclay,5194,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerwood,5195,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowercobblestone,5196,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerstone,5197,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerquartz,5198,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweriron,5199,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowergold,5200,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerdiamond,5201,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweremerald,5202,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowersandstone,5203,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipestructurecobblestone,5204,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:pipeWire,5205,false,BuildCraft|Transport,buildcraft.transport.ItemPipeWire
BuildCraft|Transport:pipeGate,5206,false,BuildCraft|Transport,buildcraft.transport.gates.ItemGate
BuildCraft|Transport:pipeFacade,5207,false,BuildCraft|Transport,buildcraft.transport.ItemFacade
BuildCraft|Transport:pipePlug,5208,false,BuildCraft|Transport,buildcraft.transport.pluggable.ItemPlug
BuildCraft|Transport:pipeLens,5209,false,BuildCraft|Transport,buildcraft.transport.pluggable.ItemLens
BuildCraft|Transport:pipePowerAdapter,5210,false,BuildCraft|Transport,buildcraft.transport.pluggable.ItemPowerAdapter
BuildCraft|Transport:gateCopier,5211,false,BuildCraft|Transport,buildcraft.transport.ItemGateCopier
BuildCraft|Silicon:redstoneChipset,5212,false,BuildCraft|Silicon,buildcraft.silicon.ItemRedstoneChipset
BuildCraft|Silicon:package,5213,false,BuildCraft|Silicon,buildcraft.silicon.ItemPackage
BuildCraft|Silicon:redstoneCrystal,5214,false,BuildCraft|Silicon,buildcraft.core.lib.items.ItemBuildCraft
BuildCraft|Robotics:robot,5215,false,BuildCraft|Robotics,buildcraft.robotics.ItemRobot
BuildCraft|Robotics:robotStation,5216,false,BuildCraft|Robotics,buildcraft.robotics.ItemRobotStation
BuildCraft|Robotics:redstone_board,5217,false,BuildCraft|Robotics,buildcraft.robotics.ItemRedstoneBoard
BuildCraft|Energy:bucketOil,5218,false,BuildCraft|Energy,buildcraft.energy.ItemBucketBuildcraft
BuildCraft|Energy:bucketFuel,5219,false,BuildCraft|Energy,buildcraft.energy.ItemBucketBuildcraft
BuildCraft|Builders:templateItem,5220,false,BuildCraft|Builders,buildcraft.builders.ItemBlueprintTemplate
BuildCraft|Builders:blueprintItem,5221,false,BuildCraft|Builders,buildcraft.builders.ItemBlueprintStandard
TwilightForest:item.nagaScale,5222,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.plateNaga,5223,false,TwilightForest,twilightforest.item.ItemTFNagaArmor
TwilightForest:item.legsNaga,5224,false,TwilightForest,twilightforest.item.ItemTFNagaArmor
TwilightForest:item.scepterTwilight,5225,false,TwilightForest,twilightforest.item.ItemTFTwilightWand
TwilightForest:item.scepterLifeDrain,5226,false,TwilightForest,twilightforest.item.ItemTFScepterLifeDrain
TwilightForest:item.scepterZombie,5227,false,TwilightForest,twilightforest.item.ItemTFZombieWand
TwilightForest:item.oreMeter,5228,false,TwilightForest,twilightforest.item.ItemTFOreMeter
TwilightForest:item.magicMap,5229,false,TwilightForest,twilightforest.item.ItemTFMagicMap
TwilightForest:item.mazeMap,5230,false,TwilightForest,twilightforest.item.ItemTFMazeMap
TwilightForest:item.oreMap,5231,false,TwilightForest,twilightforest.item.ItemTFMazeMap
TwilightForest:item.tfFeather,5232,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.magicMapFocus,5233,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.mazeMapFocus,5234,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.liveRoot,5235,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.ironwoodRaw,5236,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.ironwoodIngot,5237,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.ironwoodHelm,5238,false,TwilightForest,twilightforest.item.ItemTFIronwoodArmor
TwilightForest:item.ironwoodPlate,5239,false,TwilightForest,twilightforest.item.ItemTFIronwoodArmor
TwilightForest:item.ironwoodLegs,5240,false,TwilightForest,twilightforest.item.ItemTFIronwoodArmor
TwilightForest:item.ironwoodBoots,5241,false,TwilightForest,twilightforest.item.ItemTFIronwoodArmor
TwilightForest:item.ironwoodSword,5242,false,TwilightForest,twilightforest.item.ItemTFIronwoodSword
TwilightForest:item.ironwoodShovel,5243,false,TwilightForest,twilightforest.item.ItemTFIronwoodShovel
TwilightForest:item.ironwoodPick,5244,false,TwilightForest,twilightforest.item.ItemTFIronwoodPick
TwilightForest:item.ironwoodAxe,5245,false,TwilightForest,twilightforest.item.ItemTFIronwoodAxe
TwilightForest:item.ironwoodHoe,5246,false,TwilightForest,twilightforest.item.ItemTFIronwoodHoe
TwilightForest:item.torchberries,5247,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.venisonRaw,5248,false,TwilightForest,twilightforest.item.ItemTFFood
TwilightForest:item.venisonCooked,5249,false,TwilightForest,twilightforest.item.ItemTFFood
TwilightForest:item.hydraChop,5250,false,TwilightForest,twilightforest.item.ItemTFHydraChops
TwilightForest:item.fieryBlood,5251,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.trophy,5252,false,TwilightForest,twilightforest.item.ItemTFTrophy
TwilightForest:item.fieryIngot,5253,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.fieryHelm,5254,false,TwilightForest,twilightforest.item.ItemTFFieryArmor
TwilightForest:item.fieryPlate,5255,false,TwilightForest,twilightforest.item.ItemTFFieryArmor
TwilightForest:item.fieryLegs,5256,false,TwilightForest,twilightforest.item.ItemTFFieryArmor
TwilightForest:item.fieryBoots,5257,false,TwilightForest,twilightforest.item.ItemTFFieryArmor
TwilightForest:item.fierySword,5258,false,TwilightForest,twilightforest.item.ItemTFFierySword
TwilightForest:item.fieryPick,5259,false,TwilightForest,twilightforest.item.ItemTFFieryPick
TwilightForest:item.steeleafIngot,5260,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.steeleafHelm,5261,false,TwilightForest,twilightforest.item.ItemTFSteeleafArmor
TwilightForest:item.steeleafPlate,5262,false,TwilightForest,twilightforest.item.ItemTFSteeleafArmor
TwilightForest:item.steeleafLegs,5263,false,TwilightForest,twilightforest.item.ItemTFSteeleafArmor
TwilightForest:item.steeleafBoots,5264,false,TwilightForest,twilightforest.item.ItemTFSteeleafArmor
TwilightForest:item.steeleafSword,5265,false,TwilightForest,twilightforest.item.ItemTFSteeleafSword
TwilightForest:item.steeleafShovel,5266,false,TwilightForest,twilightforest.item.ItemTFSteeleafShovel
TwilightForest:item.steeleafPick,5267,false,TwilightForest,twilightforest.item.ItemTFSteeleafPick
TwilightForest:item.steeleafAxe,5268,false,TwilightForest,twilightforest.item.ItemTFSteeleafAxe
TwilightForest:item.steeleafHoe,5269,false,TwilightForest,twilightforest.item.ItemTFSteeleafHoe
TwilightForest:item.minotaurAxe,5270,false,TwilightForest,twilightforest.item.ItemTFMinotaurAxe
TwilightForest:item.mazebreakerPick,5271,false,TwilightForest,twilightforest.item.ItemTFMazebreakerPick
TwilightForest:item.transformPowder,5272,false,TwilightForest,twilightforest.item.ItemTFTransformPowder
TwilightForest:item.meefRaw,5273,false,TwilightForest,twilightforest.item.ItemTFFood
TwilightForest:item.meefSteak,5274,false,TwilightForest,twilightforest.item.ItemTFFood
TwilightForest:item.meefStroganoff,5275,false,TwilightForest,twilightforest.item.ItemTFFood
TwilightForest:item.mazeWafer,5276,false,TwilightForest,twilightforest.item.ItemTFFood
TwilightForest:item.emptyMagicMap,5277,false,TwilightForest,twilightforest.item.ItemTFEmptyMagicMap
TwilightForest:item.emptyMazeMap,5278,false,TwilightForest,twilightforest.item.ItemTFEmptyMazeMap
TwilightForest:item.emptyOreMap,5279,false,TwilightForest,twilightforest.item.ItemTFEmptyMazeMap
TwilightForest:item.oreMagnet,5280,false,TwilightForest,twilightforest.item.ItemTFOreMagnet
TwilightForest:item.crumbleHorn,5281,false,TwilightForest,twilightforest.item.ItemTFCrumbleHorn
TwilightForest:item.peacockFan,5282,false,TwilightForest,twilightforest.item.ItemTFPeacockFan
TwilightForest:item.moonwormQueen,5283,false,TwilightForest,twilightforest.item.ItemTFMoonwormQueen
TwilightForest:item.charmOfLife1,5284,false,TwilightForest,twilightforest.item.ItemTFCharm
TwilightForest:item.charmOfLife2,5285,false,TwilightForest,twilightforest.item.ItemTFCharm
TwilightForest:item.charmOfKeeping1,5286,false,TwilightForest,twilightforest.item.ItemTFCharm
TwilightForest:item.charmOfKeeping2,5287,false,TwilightForest,twilightforest.item.ItemTFCharm
TwilightForest:item.charmOfKeeping3,5288,false,TwilightForest,twilightforest.item.ItemTFCharm
TwilightForest:item.towerKey,5289,false,TwilightForest,twilightforest.item.ItemTFTowerKey
TwilightForest:item.borerEssence,5290,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.carminite,5291,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.experiment115,5292,false,TwilightForest,twilightforest.item.ItemTFFood
TwilightForest:item.armorShards,5293,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.knightMetal,5294,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.shardCluster,5295,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.knightlyHelm,5296,false,TwilightForest,twilightforest.item.ItemTFKnightlyArmor
TwilightForest:item.knightlyPlate,5297,false,TwilightForest,twilightforest.item.ItemTFKnightlyArmor
TwilightForest:item.knightlyLegs,5298,false,TwilightForest,twilightforest.item.ItemTFKnightlyArmor
TwilightForest:item.knightlyBoots,5299,false,TwilightForest,twilightforest.item.ItemTFKnightlyArmor
TwilightForest:item.knightlySword,5300,false,TwilightForest,twilightforest.item.ItemTFKnightlySword
TwilightForest:item.knightlyPick,5301,false,TwilightForest,twilightforest.item.ItemTFKnightlyPick
TwilightForest:item.knightlyAxe,5302,false,TwilightForest,twilightforest.item.ItemTFKnightlyAxe
TwilightForest:item.phantomHelm,5303,false,TwilightForest,twilightforest.item.ItemTFPhantomArmor
TwilightForest:item.phantomPlate,5304,false,TwilightForest,twilightforest.item.ItemTFPhantomArmor
TwilightForest:item.lampOfCinders,5305,false,TwilightForest,twilightforest.item.ItemTFLampOfCinders
TwilightForest:item.fieryTears,5306,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.alphaFur,5307,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.yetiHelm,5308,false,TwilightForest,twilightforest.item.ItemTFYetiArmor
TwilightForest:item.yetiPlate,5309,false,TwilightForest,twilightforest.item.ItemTFYetiArmor
TwilightForest:item.yetiLegs,5310,false,TwilightForest,twilightforest.item.ItemTFYetiArmor
TwilightForest:item.yetiBoots,5311,false,TwilightForest,twilightforest.item.ItemTFYetiArmor
TwilightForest:item.iceBomb,5312,false,TwilightForest,twilightforest.item.ItemTFIceBomb
TwilightForest:item.arcticFur,5313,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.arcticHelm,5314,false,TwilightForest,twilightforest.item.ItemTFArcticArmor
TwilightForest:item.arcticPlate,5315,false,TwilightForest,twilightforest.item.ItemTFArcticArmor
TwilightForest:item.arcticLegs,5316,false,TwilightForest,twilightforest.item.ItemTFArcticArmor
TwilightForest:item.arcticBoots,5317,false,TwilightForest,twilightforest.item.ItemTFArcticArmor
TwilightForest:item.magicBeans,5318,false,TwilightForest,twilightforest.item.ItemTFMagicBeans
TwilightForest:item.giantPick,5319,false,TwilightForest,twilightforest.item.ItemTFGiantPick
TwilightForest:item.giantSword,5320,false,TwilightForest,twilightforest.item.ItemTFGiantSword
TwilightForest:item.tripleBow,5321,false,TwilightForest,twilightforest.item.ItemTFTripleBow
TwilightForest:item.seekerBow,5322,false,TwilightForest,twilightforest.item.ItemTFSeekerBow
TwilightForest:item.iceBow,5323,false,TwilightForest,twilightforest.item.ItemTFIceBow
TwilightForest:item.enderBow,5324,false,TwilightForest,twilightforest.item.ItemTFEnderBow
TwilightForest:item.iceSword,5325,false,TwilightForest,twilightforest.item.ItemTFIceSword
TwilightForest:item.glassSword,5326,false,TwilightForest,twilightforest.item.ItemTFGlassSword
TwilightForest:item.knightmetalRing,5327,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.chainBlock,5328,false,TwilightForest,twilightforest.item.ItemTFChainBlock
TwilightForest:item.cubeTalisman,5329,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.cubeOfAnnihilation,5330,false,TwilightForest,twilightforest.item.ItemTFCubeOfAnnihilation
TwilightForest:item.tfspawnegg,5331,false,TwilightForest,twilightforest.item.ItemTFSpawnEgg
chisel:upgrade,5332,false,chisel,team.chisel.item.ItemUpgrade
chisel:ballomoss,5333,false,chisel,team.chisel.item.ItemBallOMoss
chisel:chisel,5334,false,chisel,team.chisel.item.chisel.ItemChisel
chisel:diamondChisel,5335,false,chisel,team.chisel.item.chisel.ItemChisel
chisel:obsidianChisel,5336,false,chisel,team.chisel.item.chisel.ItemChisel
chisel:cloudinabottle,5337,false,chisel,team.chisel.item.ItemCloudInABottle
chisel:smashingrock,5338,false,chisel,team.chisel.item.ItemSmashingRock
CarpentersBlocks:itemCarpentersHammer,5339,false,CarpentersBlocks,com.carpentersblocks.item.ItemCarpentersHammer
CarpentersBlocks:itemCarpentersChisel,5340,false,CarpentersBlocks,com.carpentersblocks.item.ItemCarpentersChisel
CarpentersBlocks:itemCarpentersDoor,5341,false,CarpentersBlocks,com.carpentersblocks.item.ItemCarpentersDoor
CarpentersBlocks:itemCarpentersBed,5342,false,CarpentersBlocks,com.carpentersblocks.item.ItemCarpentersBed
EnderIO:itemCoordSelector,5343,false,EnderIO,crazypants.enderio.teleport.telepad.ItemCoordSelector
EnderIO:itemFusedQuartzFrame,5344,false,EnderIO,crazypants.enderio.material.ItemFusedQuartzFrame
EnderIO:itemConduitFacade,5345,false,EnderIO,crazypants.enderio.conduit.facade.ItemConduitFacade
EnderIO:itemBrokenSpawner,5346,false,EnderIO,crazypants.enderio.machine.spawner.ItemBrokenSpawner
EnderIO:itemFrankenSkull,5347,false,EnderIO,crazypants.enderio.material.ItemFrankenSkull
EnderIO:itemRedstoneConduit,5348,false,EnderIO,crazypants.enderio.conduit.redstone.ItemRedstoneConduit
EnderIO:itemPowerConduit,5349,false,EnderIO,crazypants.enderio.conduit.power.ItemPowerConduit
EnderIO:itemLiquidConduit,5350,false,EnderIO,crazypants.enderio.conduit.liquid.ItemLiquidConduit
EnderIO:itemItemConduit,5351,false,EnderIO,crazypants.enderio.conduit.item.ItemItemConduit
EnderIO:itemGasConduit,5352,false,EnderIO,crazypants.enderio.conduit.gas.ItemGasConduit
EnderIO:itemMEConduit,5353,false,EnderIO,crazypants.enderio.conduit.me.ItemMEConduit
EnderIO:itemOCConduit,5354,false,EnderIO,crazypants.enderio.conduit.oc.ItemOCConduit
EnderIO:itemBasicFilterUpgrade,5355,false,EnderIO,crazypants.enderio.conduit.item.filter.ItemBasicItemFilter
EnderIO:itemExistingItemFilter,5356,false,EnderIO,crazypants.enderio.conduit.item.filter.ItemExistingItemFilter
EnderIO:itemModItemFilter,5357,false,EnderIO,crazypants.enderio.conduit.item.filter.ItemModItemFilter
EnderIO:itemPowerItemFilter,5358,false,EnderIO,crazypants.enderio.conduit.item.filter.ItemPowerItemFilter
EnderIO:itemExtractSpeedUpgrade,5359,false,EnderIO,crazypants.enderio.conduit.item.ItemExtractSpeedUpgrade
EnderIO:itemFunctionUpgrade,5360,false,EnderIO,crazypants.enderio.conduit.item.ItemFunctionUpgrade
EnderIO:itemBasicCapacitor,5361,false,EnderIO,crazypants.enderio.material.ItemCapacitor
EnderIO:itemMachinePart,5362,false,EnderIO,crazypants.enderio.material.ItemMachinePart
EnderIO:itemMaterial,5363,false,EnderIO,crazypants.enderio.material.ItemMaterial
EnderIO:itemAlloy,5364,false,EnderIO,crazypants.enderio.material.ItemAlloy
EnderIO:itemPowderIngot,5365,false,EnderIO,crazypants.enderio.material.ItemPowderIngot
EnderIO:bucketNutrient_distillation,5366,false,EnderIO,crazypants.enderio.fluid.ItemBucketEio
EnderIO:bucketHootch,5367,false,EnderIO,crazypants.enderio.fluid.ItemBucketEio
EnderIO:bucketRocket_fuel,5368,false,EnderIO,crazypants.enderio.fluid.ItemBucketEio
